Harry Mobley,University of Michigan Medical School,umich.edu,39628,urinary tract infection,https://scholar.google.com/citations?hl=en&user=8xCZwrIAAAAJ,US,University of Michigan
William Chey,"Professor of Medicine & Nutrition Sciences, University of Michigan",umich.edu,39498,Gastroenterology | Nutrition,https://scholar.google.com/citations?hl=en&user=QSsXDyQAAAAJ,US,University of Michigan
Jeremy Taylor,"Professor of Biostatistics, University of Michigan",umich.edu,39361,Statistics | Biostatistics | Cancer | radiation oncology | AIDS,https://scholar.google.com/citations?hl=en&user=8uZodNYAAAAJ,US,University of Michigan
Martin Myers,University of Michigan,umich.edu,39229,diabetes,https://scholar.google.com/citations?hl=en&user=TXSYu6cAAAAJ,US,University of Michigan
John Kalbfleisch,"Professor Emeritus of Biostatistics and Statistics, University of Michigan",umich.edu,39188,Biostatistics | Statistics,https://scholar.google.com/citations?hl=en&user=unwawwoAAAAJ,US,University of Michigan
Annemarie Sullivan Palincsar,University of Michigan,umich.edu,39147,instructional research,https://scholar.google.com/citations?hl=en&user=7PFjNG0AAAAJ,US,University of Michigan
Patrick O'Malley,University of Michigan Institute for Social Research,umich.edu,39094,,https://scholar.google.com/citations?hl=en&user=Xcvoa-gAAAAJ,US,University of Michigan
Jiandie Lin,University of Michigan,umich.edu,38968,metabolism | signaling | disease,https://scholar.google.com/citations?hl=en&user=Ge5ao7IAAAAJ,US,University of Michigan
Kenneth Langa,University of Michigan,umich.edu,38964,Aging | Chronic Disease | Dementia | Epidemiology | Economics,https://scholar.google.com/citations?hl=en&user=-eu6WfoAAAAJ,US,University of Michigan
Stephen J Weiss,"Upjohn Professor of Medicine and Oncology, University of Michigan",umich.edu,38466,cancer | angiogenesis | extracellular matrix | metalloproteinase | oxygen,https://scholar.google.com/citations?hl=en&user=_6bZVPQAAAAJ,US,University of Michigan
James D. Wells,"University of Michigan, Ann Arbor",umich.edu,38199,Particle Physics,https://scholar.google.com/citations?hl=en&user=WTpeMcMAAAAJ,US,University of Michigan
Jerome Nriagu,"University of Michigan, School of Public Health",umich.edu,38058,Environmental Health Sciences | Risk Science | Metals in the Environment,https://scholar.google.com/citations?hl=en&user=1KLc5TEAAAAJ,US,University of Michigan
Joyce Penner,University of Michigan,umich.edu,37772,climate change | aerosol chemistry and physics | effects of aerosols on clouds,https://scholar.google.com/citations?hl=en&user=cgF0v_QAAAAJ,US,University of Michigan
Theodore S Lawrence,University of Michigan,med.umich.edu,37729,radiation oncology,https://scholar.google.com/citations?hl=en&user=zEOPY0UAAAAJ,US,University of Michigan
Nigel Paneth,"Professor of Epidemiology, Michigan State University",msu.edu,37668,epidemiology,https://scholar.google.com/citations?hl=en&user=hVhhTJoAAAAJ,US,University of Michigan
John Vandermeer,"professor of ecology and evolutionary biology, university of michigan",umich.edu,37495,ecology | agroecology | theoretical ecology,https://scholar.google.com/citations?hl=en&user=J1FqM5IAAAAJ,US,University of Michigan
Nick C Ellis,"Professor of Psychology and Linguistics, University of Michigan",umich.edu,37347,Language and Cognition | Second Language Acquisition | Language Learning | Psycholinguistics | Cognitive Science,https://scholar.google.com/citations?hl=en&user=k1ME79AAAAAJ,US,University of Michigan
C.-P. Yuan,"Professor, Department of Physics and Astronomy, Michigan State University",pa.msu.edu,37341,High Energy Physics,https://scholar.google.com/citations?hl=en&user=CtDh12YAAAAJ,US,University of Michigan
Venkat Ramaswamy,"Professor of Marketing, University of Michigan Ross School of Business",umich.edu,37268,Value Creation | Innovation | Marketing | Operations | IT,https://scholar.google.com/citations?hl=en&user=HcXEilsAAAAJ,US,University of Michigan
Donald R. Zak,"Alexander H. Smith Distinguished University Professor of Ecology,  University of Michigan",umich.edu,37096,soil microbial ecology | ecosystem ecology | molecular ecology | forest ecology | microbial ecology,https://scholar.google.com/citations?hl=en&user=qmwdWu8AAAAJ,US,University of Michigan
Ken Inoki,"Associate Professor, Life Sciences Institute, University of Michigan",umich.edu,37050,Nutrient sensing signal transduction | diabetes | cancer,https://scholar.google.com/citations?hl=en&user=lUntYU0AAAAJ,US,University of Michigan
